Index,Index1,Asset_Name,Asset_Type,Sector,Funds_Name,Rating,Fund Class,Value,Percentage
9129,,HDFC Bank Ltd. - 23 Mar 2018 (Duration - 91 Days),Debt,,ICICI Prudential Equity Income Fund - Direct Plan (G),,,40,1.29
9130,,HDFC Bank Ltd. - 24 Apr 2018 (Duration - 91 Days),Debt,,ICICI Prudential Equity Income Fund - Direct Plan (G),,,37,1.19
9131,,HDFC Bank Ltd. - 01 Mar 2018 (Duration - 91 Days),Debt,,ICICI Prudential Equity Income Fund - Direct Plan (G),,,30,0.97
9132,,HDFC Bank Ltd. - 02 May 2018 (Duration - 92 Days),Debt,,ICICI Prudential Equity Income Fund - Direct Plan (G),,,25,0.81
9133,,Kotak Mahindra Bank Ltd. - 02 Feb 2018 (Duration - 91 Days),Debt,,ICICI Prudential Equity Income Fund - Direct Plan (G),,,25,0.81
9134,,HDFC Bank Ltd. - 01 Feb 2018 (Duration - 91 Days),Debt,,ICICI Prudential Equity Income Fund - Direct Plan (G),,,10,0.32
9135,,NTPC Ltd.,Debt,,ICICI Prudential Equity Income Fund - Direct Plan (G),CRISIL AAA,,0.96,0.03
9136,,Vedanta Ltd.,Debt,,ICICI Prudential Equity Income Fund - Direct Plan (G),CRISIL AA,,25.66,0.83
9137,,Axis Bank Ltd.,Debt,,ICICI Prudential Equity Income Fund - Direct Plan (G),CRISIL AA+,,49.43,1.59
9138,,Government Securities,Debt,,ICICI Prudential Equity Income Fund - Direct Plan (G),SOV,,56.49,1.82
9139,,Government Securities,Debt,,ICICI Prudential Equity Income Fund - Direct Plan (G),SOV,,42.61,1.37
9140,,Government Securities,Debt,,ICICI Prudential Equity Income Fund - Direct Plan (G),SOV,,41.1,1.32
9141,,Government Securities,Debt,,ICICI Prudential Equity Income Fund - Direct Plan (G),SOV,,22.45,0.72
9142,,Government Securities,Debt,,ICICI Prudential Equity Income Fund - Direct Plan (G),SOV,,14.89,0.48
9143,,Government Securities,Debt,,ICICI Prudential Equity Income Fund - Direct Plan (G),SOV,,14.85,0.48
9144,,Government Securities,Debt,,ICICI Prudential Equity Income Fund - Direct Plan (G),SOV,,14.73,0.47
9145,,Government Securities,Debt,,ICICI Prudential Equity Income Fund - Direct Plan (G),SOV,,10.63,0.34
9146,,Non-Convertible debentures / Bonds,Debt,,ICICI Prudential Equity Income Fund - Direct Plan (G),,,285.64,9.2
9147,,ICICI Bank Ltd.,Debt,,ICICI Prudential Equity Income Fund - Direct Plan (G),ICRA AA+,,85.45,2.75
9148,,Axis Bank Ltd.,Debt,,ICICI Prudential Equity Income Fund - Direct Plan (G),CRISIL AA+,,73.93,2.38
9149,,IndusInd Bank Ltd.,Debt,,ICICI Prudential Equity Income Fund - Direct Plan (G),CRISIL AA,,50.2,1.62
9150,,HDFC Bank Ltd. - 26 Apr 2018 (Duration - 91 Days),Debt,,ICICI Prudential Equity Income Fund - Direct Plan (G),,,10,0.32
9151,,Net Current Assets,Cash / Call,,ICICI Prudential Equity Income Fund - Direct Plan (G),-,,1425.23,45.91
9152,,CBLO,Cash / Call,,ICICI Prudential Equity Income Fund - Direct Plan (G),-,,37.24,1.2
9153,,ICICI Bank,Equity,Banking & Financial Services,ICICI Prudential Value Fund - Series 6 - Regular Plan (G),,,23.42,9.02
9154,,SBI,Equity,Banking & Financial Services,ICICI Prudential Value Fund - Series 6 - Regular Plan (G),,,17.62,6.78
9155,,Larsen,Equity,Engineering & Capital Goods,ICICI Prudential Value Fund - Series 6 - Regular Plan (G),,,11.9,4.58
9156,,ITC,Equity,Tobacco,ICICI Prudential Value Fund - Series 6 - Regular Plan (G),,,10.73,4.13
9157,,NTPC,Equity,Utilities,ICICI Prudential Value Fund - Series 6 - Regular Plan (G),,,10.29,3.96
9158,,HCL Tech,Equity,Information Technology,ICICI Prudential Value Fund - Series 6 - Regular Plan (G),,,9.85,3.79
9159,,Axis Bank,Equity,Banking & Financial Services,ICICI Prudential Value Fund - Series 6 - Regular Plan (G),,,8.27,3.19
9160,,IOC,Equity,Oil & Gas,ICICI Prudential Value Fund - Series 6 - Regular Plan (G),,,8,3.08
9161,,GlaxoSmith Con,Equity,Food & Beverages,ICICI Prudential Value Fund - Series 6 - Regular Plan (G),,,7.98,3.07
9162,,Cipla,Equity,Pharmaceuticals,ICICI Prudential Value Fund - Series 6 - Regular Plan (G),,,7.7,2.96
9163,,Eicher Motors,Equity,Automotive,ICICI Prudential Value Fund - Series 6 - Regular Plan (G),,,7.54,2.9
9164,,Hindalco,Equity,Metals & Mining,ICICI Prudential Value Fund - Series 6 - Regular Plan (G),,,7.32,2.82
9165,,JK Lakshmi Cem,Equity,Cement & Construction,ICICI Prudential Value Fund - Series 6 - Regular Plan (G),,,6.62,2.55
9166,,BSE Limited,Equity,Miscellaneous,ICICI Prudential Value Fund - Series 6 - Regular Plan (G),,,6,2.31
9167,,Brigade Ent,Equity,Retail & Real Estate,ICICI Prudential Value Fund - Series 6 - Regular Plan (G),,,5.07,1.95
9168,,CDSL,Equity,Banking & Financial Services,ICICI Prudential Value Fund - Series 6 - Regular Plan (G),,,4.99,1.92
9169,,Tata Chemicals,Equity,Chemicals,ICICI Prudential Value Fund - Series 6 - Regular Plan (G),,,4.96,1.91
9170,,Motherson Sumi,Equity,Automotive,ICICI Prudential Value Fund - Series 6 - Regular Plan (G),,,4.67,1.8
9171,,Equitas Holding,Equity,Banking & Financial Services,ICICI Prudential Value Fund - Series 6 - Regular Plan (G),,,4.05,1.56
9172,,Bajaj Corp,Equity,Consumer Non-durables,ICICI Prudential Value Fund - Series 6 - Regular Plan (G),,,3.94,1.52
9173,,SBI Life Insura,Equity,Conglomerates,ICICI Prudential Value Fund - Series 6 - Regular Plan (G),,,3.85,1.48
9174,,KNR Construct,Equity,Cement & Construction,ICICI Prudential Value Fund - Series 6 - Regular Plan (G),,,3.65,1.4
9175,,BHARAT 22 ETF,Mutual Funds,,ICICI Prudential Value Fund - Series 6 - Regular Plan (G),-,Diversified Equity,7.9,3.04
9176,,Nifty 50 Index Call option - Derivatives,Others / Unlisted,,ICICI Prudential Value Fund - Series 6 - Regular Plan (G),-,,20.22,7.79
9177,,Nifty 50 Index Call option - Derivatives,Others / Unlisted,,ICICI Prudential Value Fund - Series 6 - Regular Plan (G),-,,12.05,4.64
9178,,Nifty 50 Index Call option - Derivatives,Others / Unlisted,,ICICI Prudential Value Fund - Series 6 - Regular Plan (G),-,,7.41,2.85
9179,,Nifty 50 Index Call option - Derivatives,Others / Unlisted,,ICICI Prudential Value Fund - Series 6 - Regular Plan (G),-,,1.9,0.73
9180,,CBLO,Cash / Call,,ICICI Prudential Value Fund - Series 6 - Regular Plan (G),-,,32.04,12.34
9181,,Net Current Assets,Cash / Call,,ICICI Prudential Value Fund - Series 6 - Regular Plan (G),-,,-0.2,-0.08
9182,,Motherson Sumi,Equity,Automotive,ICICI Prudential Value Fund - Series 4 - Direct Plan (G),,,6.94,7.8
9183,,HDFC Bank,Equity,Banking & Financial Services,ICICI Prudential Value Fund - Series 4 - Direct Plan (G),,,6.56,7.37
9184,,Larsen,Equity,Engineering & Capital Goods,ICICI Prudential Value Fund - Series 4 - Direct Plan (G),,,5.27,5.92
9185,,Britannia,Equity,Food & Beverages,ICICI Prudential Value Fund - Series 4 - Direct Plan (G),,,4.5,5.06
9186,,HDFC,Equity,Banking & Financial Services,ICICI Prudential Value Fund - Series 4 - Direct Plan (G),,,4.43,4.98
9187,,Prism Cement,Equity,Cement & Construction,ICICI Prudential Value Fund - Series 4 - Direct Plan (G),,,4.43,4.98
9188,,Maruti Suzuki,Equity,Automotive,ICICI Prudential Value Fund - Series 4 - Direct Plan (G),,,4.43,4.97
9189,,ICICI Bank,Equity,Banking & Financial Services,ICICI Prudential Value Fund - Series 4 - Direct Plan (G),,,4.39,4.93
9190,,EngineersInd,Equity,Engineering & Capital Goods,ICICI Prudential Value Fund - Series 4 - Direct Plan (G),,,3.96,4.45
9191,,KNR Construct,Equity,Cement & Construction,ICICI Prudential Value Fund - Series 4 - Direct Plan (G),,,3.81,4.28
9192,,Kotak Mahindra,Equity,Banking & Financial Services,ICICI Prudential Value Fund - Series 4 - Direct Plan (G),,,3.67,4.12
9193,,Bharat Elec,Equity,Manufacturing,ICICI Prudential Value Fund - Series 4 - Direct Plan (G),,,3.25,3.65
9194,,JK Lakshmi Cem,Equity,Cement & Construction,ICICI Prudential Value Fund - Series 4 - Direct Plan (G),,,2.94,3.31
9195,,Sun Pharma,Equity,Pharmaceuticals,ICICI Prudential Value Fund - Series 4 - Direct Plan (G),,,2.69,3.02
9196,,Interglobe Avi,Equity,Services,ICICI Prudential Value Fund - Series 4 - Direct Plan (G),,,2.59,2.91
9197,,Tech Mahindra,Equity,Information Technology,ICICI Prudential Value Fund - Series 4 - Direct Plan (G),,,2.56,2.87
9198,,Ashok Leyland,Equity,Automotive,ICICI Prudential Value Fund - Series 4 - Direct Plan (G),,,2.54,2.85
9199,,SBI,Equity,Banking & Financial Services,ICICI Prudential Value Fund - Series 4 - Direct Plan (G),,,2.51,2.82
9200,,Gujarat Pipavav,Equity,Services,ICICI Prudential Value Fund - Series 4 - Direct Plan (G),,,2.46,2.76
9201,,Astral Poly Tec,Equity,Manufacturing,ICICI Prudential Value Fund - Series 4 - Direct Plan (G),,,2.33,2.62
9202,,Greenply Ind,Equity,Miscellaneous,ICICI Prudential Value Fund - Series 4 - Direct Plan (G),,,1.75,1.97
9203,,Bharti Airtel,Equity,Telecommunication,ICICI Prudential Value Fund - Series 4 - Direct Plan (G),,,1.1,1.23
9204,,Thermax,Equity,Engineering & Capital Goods,ICICI Prudential Value Fund - Series 4 - Direct Plan (G),,,0.95,1.07
9205,,Guj State Petro,Equity,Oil & Gas,ICICI Prudential Value Fund - Series 4 - Direct Plan (G),,,0.85,0.95
9206,,Cipla,Equity,Pharmaceuticals,ICICI Prudential Value Fund - Series 4 - Direct Plan (G),,,0.67,0.75
9207,,CBLO,Cash / Call,,ICICI Prudential Value Fund - Series 4 - Direct Plan (G),-,,7.63,8.57
9208,,Net Current Assets,Cash / Call,,ICICI Prudential Value Fund - Series 4 - Direct Plan (G),-,,-0.19,-0.21
9209,,Motherson Sumi,Equity,Automotive,ICICI Prudential Value Fund - Series 4 - Regular Plan (G),,,6.94,7.8
9210,,HDFC Bank,Equity,Banking & Financial Services,ICICI Prudential Value Fund - Series 4 - Regular Plan (G),,,6.56,7.37
9211,,Larsen,Equity,Engineering & Capital Goods,ICICI Prudential Value Fund - Series 4 - Regular Plan (G),,,5.27,5.92
9212,,Britannia,Equity,Food & Beverages,ICICI Prudential Value Fund - Series 4 - Regular Plan (G),,,4.5,5.06
9213,,HDFC,Equity,Banking & Financial Services,ICICI Prudential Value Fund - Series 4 - Regular Plan (G),,,4.43,4.98
9214,,Prism Cement,Equity,Cement & Construction,ICICI Prudential Value Fund - Series 4 - Regular Plan (G),,,4.43,4.98
9215,,Maruti Suzuki,Equity,Automotive,ICICI Prudential Value Fund - Series 4 - Regular Plan (G),,,4.43,4.97
9216,,ICICI Bank,Equity,Banking & Financial Services,ICICI Prudential Value Fund - Series 4 - Regular Plan (G),,,4.39,4.93
9217,,EngineersInd,Equity,Engineering & Capital Goods,ICICI Prudential Value Fund - Series 4 - Regular Plan (G),,,3.96,4.45
9218,,KNR Construct,Equity,Cement & Construction,ICICI Prudential Value Fund - Series 4 - Regular Plan (G),,,3.81,4.28
9219,,Kotak Mahindra,Equity,Banking & Financial Services,ICICI Prudential Value Fund - Series 4 - Regular Plan (G),,,3.67,4.12
9220,,Bharat Elec,Equity,Manufacturing,ICICI Prudential Value Fund - Series 4 - Regular Plan (G),,,3.25,3.65
9221,,JK Lakshmi Cem,Equity,Cement & Construction,ICICI Prudential Value Fund - Series 4 - Regular Plan (G),,,2.94,3.31
9222,,Sun Pharma,Equity,Pharmaceuticals,ICICI Prudential Value Fund - Series 4 - Regular Plan (G),,,2.69,3.02
9223,,Interglobe Avi,Equity,Services,ICICI Prudential Value Fund - Series 4 - Regular Plan (G),,,2.59,2.91
9224,,Tech Mahindra,Equity,Information Technology,ICICI Prudential Value Fund - Series 4 - Regular Plan (G),,,2.56,2.87
9225,,Ashok Leyland,Equity,Automotive,ICICI Prudential Value Fund - Series 4 - Regular Plan (G),,,2.54,2.85
9226,,SBI,Equity,Banking & Financial Services,ICICI Prudential Value Fund - Series 4 - Regular Plan (G),,,2.51,2.82
9227,,Gujarat Pipavav,Equity,Services,ICICI Prudential Value Fund - Series 4 - Regular Plan (G),,,2.46,2.76
9228,,Astral Poly Tec,Equity,Manufacturing,ICICI Prudential Value Fund - Series 4 - Regular Plan (G),,,2.33,2.62
9229,,Greenply Ind,Equity,Miscellaneous,ICICI Prudential Value Fund - Series 4 - Regular Plan (G),,,1.75,1.97
9230,,Bharti Airtel,Equity,Telecommunication,ICICI Prudential Value Fund - Series 4 - Regular Plan (G),,,1.1,1.23
9231,,Thermax,Equity,Engineering & Capital Goods,ICICI Prudential Value Fund - Series 4 - Regular Plan (G),,,0.95,1.07
9232,,Guj State Petro,Equity,Oil & Gas,ICICI Prudential Value Fund - Series 4 - Regular Plan (G),,,0.85,0.95
9233,,Cipla,Equity,Pharmaceuticals,ICICI Prudential Value Fund - Series 4 - Regular Plan (G),,,0.67,0.75
9234,,CBLO,Cash / Call,,ICICI Prudential Value Fund - Series 4 - Regular Plan (G),-,,7.63,8.57
9235,,Net Current Assets,Cash / Call,,ICICI Prudential Value Fund - Series 4 - Regular Plan (G),-,,-0.19,-0.21
9236,,ICICI Bank,Equity,Banking & Financial Services,ICICI Prudential Dividend Yield Equity Fund - Direct Plan (G),,,11.79,5.01
9237,,ITC,Equity,Tobacco,ICICI Prudential Dividend Yield Equity Fund - Direct Plan (G),,,11.24,4.78
9238,,Infosys,Equity,Information Technology,ICICI Prudential Dividend Yield Equity Fund - Direct Plan (G),,,11.04,4.69
9239,,Cummins,Equity,Engineering & Capital Goods,ICICI Prudential Dividend Yield Equity Fund - Direct Plan (G),,,10.63,4.52
9240,,IOC,Equity,Oil & Gas,ICICI Prudential Dividend Yield Equity Fund - Direct Plan (G),,,10.53,4.48
9241,,Interglobe Avi,Equity,Services,ICICI Prudential Dividend Yield Equity Fund - Direct Plan (G),,,8.45,3.59
9242,,Tata Chemicals,Equity,Chemicals,ICICI Prudential Dividend Yield Equity Fund - Direct Plan (G),,,8.22,3.49
9243,,South Ind Bk,Equity,Banking & Financial Services,ICICI Prudential Dividend Yield Equity Fund - Direct Plan (G),,,8.12,3.45
9244,,CDSL,Equity,Banking & Financial Services,ICICI Prudential Dividend Yield Equity Fund - Direct Plan (G),,,8.05,3.42
9245,,Gateway Distri,Equity,Miscellaneous,ICICI Prudential Dividend Yield Equity Fund - Direct Plan (G),,,7.93,3.37
9246,,Dixon Technolog,Equity,Manufacturing,ICICI Prudential Dividend Yield Equity Fund - Direct Plan (G),,,7.77,3.3
9247,,Karur Vysya,Equity,Banking & Financial Services,ICICI Prudential Dividend Yield Equity Fund - Direct Plan (G),,,6.93,2.95
9248,,Persistent,Equity,Information Technology,ICICI Prudential Dividend Yield Equity Fund - Direct Plan (G),,,6.92,2.94
9249,,HCL Tech,Equity,Information Technology,ICICI Prudential Dividend Yield Equity Fund - Direct Plan (G),,,6.9,2.94
9250,,Federal Bank,Equity,Banking & Financial Services,ICICI Prudential Dividend Yield Equity Fund - Direct Plan (G),,,6.39,2.71
9251,,Bajaj Corp,Equity,Consumer Non-durables,ICICI Prudential Dividend Yield Equity Fund - Direct Plan (G),,,6.25,2.66
9252,,ONGC,Equity,Oil & Gas,ICICI Prudential Dividend Yield Equity Fund - Direct Plan (G),,,6.11,2.6
9253,,Aegis Logistics,Equity,Services,ICICI Prudential Dividend Yield Equity Fund - Direct Plan (G),,,5.84,2.48
9254,,Ashok Leyland,Equity,Automotive,ICICI Prudential Dividend Yield Equity Fund - Direct Plan (G),,,5.79,2.46
9255,,NTPC,Equity,Utilities,ICICI Prudential Dividend Yield Equity Fund - Direct Plan (G),,,5.14,2.18
9256,,Unichem Labs,Equity,Pharmaceuticals,ICICI Prudential Dividend Yield Equity Fund - Direct Plan (G),,,5.11,2.17
9257,,Rallis India,Equity,Chemicals,ICICI Prudential Dividend Yield Equity Fund - Direct Plan (G),,,5.06,2.15
9258,,AIA Engineering,Equity,Engineering & Capital Goods,ICICI Prudential Dividend Yield Equity Fund - Direct Plan (G),,,4.74,2.02
9259,,Exide Ind,Equity,Automotive,ICICI Prudential Dividend Yield Equity Fund - Direct Plan (G),,,4.68,1.99
9260,,JK Bank,Equity,Banking & Financial Services,ICICI Prudential Dividend Yield Equity Fund - Direct Plan (G),,,4.66,1.98
9261,,JK Lakshmi Cem,Equity,Cement & Construction,ICICI Prudential Dividend Yield Equity Fund - Direct Plan (G),,,4.02,1.71
9262,,VRL Logistics,Equity,Services,ICICI Prudential Dividend Yield Equity Fund - Direct Plan (G),,,3.84,1.63
9263,,HUL,Equity,Consumer Non-durables,ICICI Prudential Dividend Yield Equity Fund - Direct Plan (G),,,3.69,1.57
9264,,Union Bank,Equity,Banking & Financial Services,ICICI Prudential Dividend Yield Equity Fund - Direct Plan (G),,,3.62,1.54
9265,,L&T Infotech,Equity,Information Technology,ICICI Prudential Dividend Yield Equity Fund - Direct Plan (G),,,3.61,1.53
9266,,VIP Industries,Equity,Manufacturing,ICICI Prudential Dividend Yield Equity Fund - Direct Plan (G),,,3.24,1.38
9267,,BPCL,Equity,Oil & Gas,ICICI Prudential Dividend Yield Equity Fund - Direct Plan (G),,,3.08,1.31
9268,,NIIT Tech,Equity,Information Technology,ICICI Prudential Dividend Yield Equity Fund - Direct Plan (G),,,2.96,1.26
9269,,BSE Limited,Equity,Miscellaneous,ICICI Prudential Dividend Yield Equity Fund - Direct Plan (G),,,2.67,1.13
9270,,Oracle Fin Serv,Equity,Information Technology,ICICI Prudential Dividend Yield Equity Fund - Direct Plan (G),,,2.42,1.03
9271,,GAIL,Equity,Oil & Gas,ICICI Prudential Dividend Yield Equity Fund - Direct Plan (G),,,2.32,0.99
9272,,Guj State Petro,Equity,Oil & Gas,ICICI Prudential Dividend Yield Equity Fund - Direct Plan (G),,,2.13,0.91
9273,,Ent Network Ind,Equity,Media & Entertainment,ICICI Prudential Dividend Yield Equity Fund - Direct Plan (G),,,0.86,0.36
9274,,GE Shipping,Equity,Services,ICICI Prudential Dividend Yield Equity Fund - Direct Plan (G),,,0.57,0.24
9275,,CBLO,Cash / Call,,ICICI Prudential Dividend Yield Equity Fund - Direct Plan (G),-,,12.24,5.2
9276,,Net Current Assets,Cash / Call,,ICICI Prudential Dividend Yield Equity Fund - Direct Plan (G),-,,-0.33,-0.14
9277,,Power Grid Corp,Equity,Utilities,Invesco India PSU Equity Fund - Direct Plan (G),,,-,10.05
9278,,IOC,Equity,Oil & Gas,Invesco India PSU Equity Fund - Direct Plan (G),,,-,9.65
9279,,ONGC,Equity,Oil & Gas,Invesco India PSU Equity Fund - Direct Plan (G),,,-,9.32
9280,,Cochin Shipyard,Equity,Miscellaneous,Invesco India PSU Equity Fund - Direct Plan (G),,,-,8.06
9281,,BPCL,Equity,Oil & Gas,Invesco India PSU Equity Fund - Direct Plan (G),,,-,7.56
9282,,Container Corp,Equity,Services,Invesco India PSU Equity Fund - Direct Plan (G),,,-,7.25
9283,,Guj State Petro,Equity,Oil & Gas,Invesco India PSU Equity Fund - Direct Plan (G),,,-,6.85
9284,,SBI,Equity,Banking & Financial Services,Invesco India PSU Equity Fund - Direct Plan (G),,,-,5.8
9285,,Petronet LNG,Equity,Oil & Gas,Invesco India PSU Equity Fund - Direct Plan (G),,,-,5.5
9286,,General Insuran,Equity,Conglomerates,Invesco India PSU Equity Fund - Direct Plan (G),,,-,4.65
9287,,Bank of Baroda,Equity,Banking & Financial Services,Invesco India PSU Equity Fund - Direct Plan (G),,,-,4.15
9288,,NALCO,Equity,Metals & Mining,Invesco India PSU Equity Fund - Direct Plan (G),,,-,3.95
9289,,Bharat Elec,Equity,Manufacturing,Invesco India PSU Equity Fund - Direct Plan (G),,,-,3.47
9290,,IGL,Equity,Oil & Gas,Invesco India PSU Equity Fund - Direct Plan (G),,,-,3.11
9291,,Indian Bank,Equity,Banking & Financial Services,Invesco India PSU Equity Fund - Direct Plan (G),,,-,2.9
9292,,EngineersInd,Equity,Engineering & Capital Goods,Invesco India PSU Equity Fund - Direct Plan (G),,,-,2.56
9293,,Mahanagar Gas,Equity,Oil & Gas,Invesco India PSU Equity Fund - Direct Plan (G),,,-,1.76
9294,,SBI Life Insura,Equity,Conglomerates,Invesco India PSU Equity Fund - Direct Plan (G),,,-,0.73
9295,,Cash & Cash Equivalent,Cash / Call,,Invesco India PSU Equity Fund - Direct Plan (G),-,,--,2.69
9296,,Power Grid Corp,Equity,Utilities,Invesco India PSU Equity Fund (G),,,-,10.05
9297,,IOC,Equity,Oil & Gas,Invesco India PSU Equity Fund (G),,,-,9.65
9298,,ONGC,Equity,Oil & Gas,Invesco India PSU Equity Fund (G),,,-,9.32
9299,,Cochin Shipyard,Equity,Miscellaneous,Invesco India PSU Equity Fund (G),,,-,8.06
9300,,BPCL,Equity,Oil & Gas,Invesco India PSU Equity Fund (G),,,-,7.56
9301,,Container Corp,Equity,Services,Invesco India PSU Equity Fund (G),,,-,7.25
9302,,Guj State Petro,Equity,Oil & Gas,Invesco India PSU Equity Fund (G),,,-,6.85
9303,,SBI,Equity,Banking & Financial Services,Invesco India PSU Equity Fund (G),,,-,5.8
9304,,Petronet LNG,Equity,Oil & Gas,Invesco India PSU Equity Fund (G),,,-,5.5
9305,,General Insuran,Equity,Conglomerates,Invesco India PSU Equity Fund (G),,,-,4.65
9306,,Bank of Baroda,Equity,Banking & Financial Services,Invesco India PSU Equity Fund (G),,,-,4.15
